class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
[p],3.86,f,s,b,f,s,c,w,4.43,12.71,s,s,w,p,f,f,f,w,d,u
[e],6.88,x,s,e,f,f,f,f,17.94,17.11,e,g,e,p,f,f,f,n,d,u
[e],7.12,x,s,y,f,f,f,f,6.88,13.35,e,y,n,p,f,f,f,n,d,a
[p],9.77,f,t,e,f,d,c,y,6.92,22.24,e,s,w,p,f,f,f,o,d,a
[p],1.7,b,g,k,f,a,c,g,0.91,1.84,e,i,w,u,g,f,f,k,d,u
[p],4.81,f,y,b,f,s,c,w,4.3,16.64,s,s,w,p,f,f,f,w,d,u
[p],6.6,f,t,o,t,x,c,e,5.66,15.72,e,i,w,p,f,f,f,w,d,a
[e],8.28,f,t,u,t,a,c,p,4.89,24.43,e,t,w,p,f,f,f,p,d,a
[e],13.2,x,y,n,f,a,c,w,11.65,32.15,e,y,w,p,w,t,s,w,d,u
[e],11.51,x,s,u,f,a,c,w,5.44,19.58,e,s,w,p,f,f,f,w,d,a
[p],4.85,x,t,e,t,a,c,w,4.29,22.37,e,s,o,p,f,f,f,b,d,u
[p],4.33,f,t,e,f,a,c,w,3.06,0.53,e,s,w,p,f,f,f,w,d,a
[e],6.06,x,g,n,f,e,c,w,12.71,14.93,e,g,w,u,w,f,f,w,d,u
[p],6.65,x,s,w,t,e,c,y,13.28,14.44,b,t,w,u,w,t,p,w,m,a
[e],9.28,x,i,n,f,a,c,w,6.52,20.47,e,i,w,p,w,t,e,w,d,a
[e],14.08,x,w,n,f,f,f,f,10.27,25.17,c,s,n,p,f,f,f,n,d,a
[p],10.71,s,s,p,t,d,c,w,3.73,17.32,e,s,w,p,f,f,f,w,d,u
[p],10.29,x,y,o,f,a,c,y,13.4,18.04,e,y,y,p,y,t,c,n,d,a
[e],7.08,x,g,n,f,e,c,w,13.84,13.74,e,g,w,u,w,f,f,w,g,s
[e],5.44,x,s,k,t,f,f,f,2.4,5.82,e,y,y,p,f,f,f,n,d,u
[p],5.29,f,t,w,f,d,d,w,3.7,6.53,e,t,w,p,f,f,f,w,d,a
[e],11.46,x,s,g,f,f,f,f,10.45,19.98,e,s,w,p,f,f,f,n,d,a
[e],11.74,x,s,n,f,f,f,f,9.44,12.93,s,y,y,p,f,f,f,y,d,u
[p],6.95,x,d,n,t,a,c,y,6.35,12.28,e,s,n,p,f,f,f,y,h,a
[e],5.76,x,t,n,t,d,c,y,4.08,19.51,e,s,l,p,f,f,f,y,d,a
[p],7.83,x,s,n,f,s,c,w,5.77,9.38,e,g,n,p,f,f,f,w,u,a
[e],9.89,x,t,o,f,e,c,y,11.5,13.23,b,s,y,u,w,t,r,w,d,a
[e],3.4,o,y,g,f,e,c,g,8.93,6.75,e,i,w,p,w,t,s,k,d,u
[e],6.87,f,w,n,t,d,c,w,7.91,13.97,e,g,b,p,f,f,f,w,d,a
[p],9.65,x,s,w,f,e,c,w,13.52,11.57,b,y,w,u,w,t,l,w,d,u
[e],6.53,x,s,w,f,d,c,w,6.17,1.43,e,i,w,p,f,f,f,w,d,a
[e],15.73,x,s,g,f,f,f,f,9.93,22.44,e,s,w,p,f,f,f,n,d,a
[p],7.19,b,y,y,f,a,c,w,11.08,12.23,e,y,w,p,w,t,c,n,d,a
[e],6.01,f,s,g,f,a,c,g,6.02,14.82,s,s,w,p,f,f,f,p,l,a
[e],9.62,x,y,n,f,a,c,w,7.34,23.78,e,y,w,p,w,t,e,w,d,a
[e],4.08,f,t,b,f,d,d,w,5.69,0.35,e,s,w,p,f,f,f,w,g,a
[e],7.36,f,i,g,f,d,c,g,7.65,17.2,s,s,w,p,f,f,f,p,d,u
[e],1.57,s,s,o,f,f,f,f,2.67,3.3,e,s,o,p,f,f,f,y,d,u
[p],6.0,x,y,e,t,f,f,f,7.33,13.65,e,y,e,p,f,f,f,n,d,a
[p],0.61,x,s,o,f,d,d,w,2.7,0.99,e,s,o,p,f,f,f,w,d,s
[e],7.39,x,s,e,f,f,f,f,13.92,15.09,e,g,n,p,f,f,f,n,d,a
[p],14.82,x,s,o,f,d,c,o,15.51,18.44,e,s,o,p,f,f,f,y,d,a
[p],6.51,s,s,p,f,x,c,b,5.25,7.56,e,g,n,p,f,f,f,w,u,a
[p],8.96,x,t,n,t,d,c,w,5.46,23.45,e,t,b,p,f,f,f,y,d,s
[p],6.97,f,t,w,f,e,c,w,10.58,11.07,b,y,w,u,y,t,r,w,d,u
[p],5.34,x,t,g,f,a,c,p,3.93,7.59,e,s,g,p,f,f,f,p,d,s
[e],2.04,x,s,n,t,a,c,p,4.41,7.77,e,s,n,p,f,f,f,w,d,s
[e],6.97,x,y,r,t,d,c,y,3.19,18.88,e,s,l,p,f,f,f,b,d,a
[e],4.36,x,s,o,f,a,c,o,5.3,5.46,e,s,o,p,f,f,f,n,d,u
[e],6.27,x,s,n,t,f,f,f,2.34,7.06,e,y,y,p,f,f,f,n,d,u
[e],11.35,f,s,w,t,e,c,n,14.13,14.22,s,s,w,p,w,t,r,n,d,a
[p],4.88,f,t,w,f,a,d,w,3.35,5.92,e,t,w,p,f,f,f,w,d,a
[p],12.11,x,t,y,t,d,c,u,6.89,20.5,e,t,n,p,f,f,f,y,d,a
[p],4.65,x,i,n,t,d,c,n,3.32,8.37,e,s,y,p,f,f,f,w,d,u
[e],6.71,o,t,y,t,f,f,f,8.21,6.64,e,y,n,p,f,f,f,n,d,a
[p],0.59,x,s,o,f,d,d,o,3.42,1.18,e,s,o,p,f,f,f,w,d,u
[p],3.17,b,g,k,f,a,c,g,0.86,3.04,e,i,w,u,g,f,f,k,d,u
[p],3.55,c,k,b,f,a,d,p,8.18,5.93,e,g,n,p,f,f,f,p,d,s
[p],8.31,x,s,w,t,e,c,w,17.59,17.39,b,t,w,u,w,t,p,w,g,a
[e],12.98,x,s,w,t,e,c,p,14.24,15.17,s,s,w,p,w,t,r,n,d,a
[e],8.17,x,t,y,t,f,f,f,7.93,5.74,e,y,n,p,f,f,f,n,d,u
[p],6.33,f,s,n,t,a,c,w,3.22,21.43,e,s,o,p,f,f,f,b,d,u
[e],1.58,x,s,e,t,a,c,w,3.26,3.25,e,s,n,p,f,f,f,y,d,a
[p],3.85,o,w,k,f,f,f,f,3.69,11.02,e,g,w,p,f,f,f,w,d,a
[p],3.92,f,s,b,f,a,c,w,6.81,3.86,e,s,b,p,w,t,r,b,d,s
[e],5.29,x,s,n,t,a,c,w,7.28,14.14,e,s,b,p,f,f,f,w,d,u
[p],2.95,f,y,o,f,s,c,w,4.77,2.84,e,y,o,p,f,f,f,w,d,s
[p],8.42,x,y,n,t,e,c,n,10.93,12.05,s,s,w,p,w,t,r,n,d,u
[p],5.62,x,s,n,t,x,c,b,4.01,13.27,e,s,n,p,f,f,f,b,d,u
[e],1.99,f,h,b,f,d,d,w,2.9,0.36,e,s,w,p,f,f,f,w,g,a
[p],3.97,b,y,n,t,e,c,w,6.63,5.24,s,s,n,p,w,t,e,w,d,a
[p],15.42,s,s,p,t,a,c,b,6.18,29.41,e,s,w,p,f,f,f,y,d,u
[p],5.15,x,h,w,f,x,c,w,8.12,5.26,e,i,w,p,f,f,f,w,d,s
[p],7.55,b,y,o,f,a,c,y,8.57,7.58,e,t,w,p,y,t,c,n,d,u
[p],2.61,o,w,g,f,f,f,f,4.03,8.01,e,g,w,p,f,f,f,w,d,a
[e],2.45,o,y,g,f,a,c,g,5.5,3.66,e,i,w,p,w,t,s,k,d,a
[p],6.77,f,s,w,t,d,c,k,5.37,19.94,e,s,w,p,f,f,f,w,d,a
[e],12.93,x,s,n,f,f,f,f,9.08,14.58,s,y,y,p,f,f,f,n,d,a
[p],7.23,x,k,w,f,x,c,w,6.61,9.24,s,k,w,p,f,f,f,n,d,u
[p],8.84,x,y,w,f,e,c,w,10.89,12.94,s,y,w,u,w,t,r,w,d,a
[p],6.24,x,i,n,t,f,f,f,7.79,15.02,e,y,e,p,f,f,f,n,d,u
[p],5.98,b,t,n,f,a,c,y,8.37,6.11,e,y,w,p,y,t,c,n,d,a
[p],4.52,f,s,g,f,e,c,w,5.31,4.75,b,s,g,p,w,f,f,w,u,s
[e],4.83,x,i,e,f,f,f,f,5.87,8.19,b,s,n,p,w,t,e,n,d,a
[p],9.78,x,y,r,t,d,c,p,5.44,19.12,e,y,r,p,f,f,f,w,d,u
[e],3.84,f,y,w,f,e,c,g,7.08,6.02,e,i,w,p,w,t,s,k,d,a
[e],3.61,s,s,w,t,d,c,b,3.7,6.67,e,s,n,p,f,f,f,w,d,u
[p],7.03,f,s,w,f,a,d,b,6.3,9.0,e,s,b,p,w,f,f,p,d,a
[e],2.05,x,k,o,f,d,d,o,8.02,6.89,e,s,o,p,f,f,f,w,d,u
[e],7.27,o,t,n,t,f,f,f,6.76,5.18,e,y,n,p,f,f,f,n,d,a
[p],18.15,x,t,n,t,d,c,n,7.57,24.0,e,s,w,p,f,f,f,y,d,a
[p],14.67,x,y,n,t,e,c,r,12.54,18.55,e,s,w,p,w,t,l,r,m,a
[p],3.97,f,s,n,f,s,c,w,5.78,2.93,e,y,o,p,f,f,f,w,d,u
[e],1.54,x,k,o,f,d,d,o,4.25,3.74,e,s,y,p,f,f,f,w,d,a
[e],15.21,x,s,y,f,f,f,f,9.01,18.04,s,y,y,p,f,f,f,y,d,u
[p],8.99,x,s,n,f,x,d,o,8.69,7.99,e,f,o,p,f,f,f,w,d,s
[p],4.81,f,t,n,t,x,c,y,4.2,10.49,e,s,y,p,f,f,f,b,d,a
[e],3.25,x,s,e,t,f,f,f,6.31,9.06,e,s,y,p,f,f,f,n,d,u
[p],6.8,f,s,w,f,e,c,w,8.43,9.16,s,s,w,u,w,t,r,w,d,a
[e],19.49,x,f,u,t,a,c,p,3.74,21.73,e,s,w,p,f,f,f,w,d,u
[p],4.41,f,y,n,f,s,c,w,5.77,3.36,e,y,o,p,f,f,f,w,d,u
[p],2.19,x,w,w,f,e,c,n,0.09,4.73,e,p,p,p,f,f,f,w,d,a
[p],6.15,b,k,w,f,x,c,w,5.61,4.89,s,k,y,p,f,f,f,n,d,u
[p],9.4,f,h,n,f,s,c,n,6.26,19.24,s,y,w,p,f,f,f,n,d,u
[p],7.9,s,y,n,t,d,c,y,5.23,11.21,e,s,p,p,f,f,f,y,d,a
[p],1.44,x,w,w,f,e,c,y,0.09,4.75,e,p,p,p,f,f,f,w,d,s
[e],6.0,x,t,n,f,f,f,f,6.58,12.73,s,y,n,p,f,f,f,n,d,a
[p],7.63,f,t,o,f,a,d,b,4.96,15.51,e,s,w,p,f,f,f,b,d,u
[e],11.77,f,y,r,f,x,c,w,8.02,35.49,e,i,w,p,f,f,f,w,d,u
[e],5.48,x,s,k,t,f,f,f,2.54,6.56,e,y,y,p,f,f,f,n,d,u
[p],6.37,x,s,n,t,d,c,b,7.71,7.75,e,s,b,p,f,f,f,b,d,a
[p],8.42,x,y,y,f,a,c,w,11.61,10.96,e,y,y,p,w,t,c,n,d,u
[p],5.74,x,y,w,t,e,d,y,15.45,14.89,b,s,w,u,w,t,p,w,m,u
[p],5.37,x,g,o,f,a,d,p,10.71,5.95,e,y,o,p,f,f,f,w,d,a
[p],10.99,f,y,n,t,d,c,w,6.68,10.62,e,s,p,p,f,f,f,y,d,a
[e],6.96,x,t,y,f,f,f,f,7.81,13.15,e,y,n,p,f,f,f,n,d,u
[p],1.99,x,w,y,f,e,c,n,0.11,4.88,e,p,p,p,f,f,f,w,d,s
[e],6.46,x,w,y,f,f,f,f,8.51,19.04,c,s,w,p,f,f,f,y,d,a
[p],4.76,f,t,n,f,a,d,w,4.25,6.8,e,t,w,p,f,f,f,w,d,a
[p],7.81,x,t,o,f,a,c,w,10.77,13.81,e,y,y,p,w,t,c,n,d,a
[e],15.02,f,s,w,t,e,c,p,12.71,14.51,s,s,w,p,w,t,r,n,d,a
[e],9.15,c,t,o,f,e,c,o,10.33,11.04,b,s,y,u,w,t,r,w,d,u
[e],7.5,x,t,l,t,d,c,y,3.28,20.46,e,s,l,p,f,f,f,y,d,a
[p],3.07,f,g,g,f,a,c,k,1.55,3.39,e,i,w,u,g,f,f,k,u,s
[p],13.45,x,s,n,t,d,c,n,7.37,29.87,e,s,b,p,f,f,f,y,d,u
[p],7.98,b,y,y,f,a,c,w,9.47,8.82,e,k,w,p,w,t,c,n,d,u
[p],5.86,x,y,g,f,e,c,w,7.79,8.26,b,s,g,p,w,f,f,w,u,s
[p],3.31,f,g,n,f,x,d,w,6.98,3.28,r,f,g,p,f,f,f,w,d,a
[e],7.74,s,t,o,t,a,c,o,7.0,17.78,e,t,o,p,f,f,f,w,d,a
[e],1.61,x,s,y,f,f,f,f,2.42,3.89,e,s,o,p,f,f,f,y,d,a
[e],5.1,x,s,o,f,a,c,u,6.26,7.5,e,s,o,p,w,t,e,b,d,a
[p],6.83,f,y,k,t,d,c,w,4.21,25.28,e,s,k,p,f,f,f,w,d,u
[e],10.13,x,i,n,t,a,c,w,6.85,25.45,e,s,n,p,f,f,f,w,d,a
[p],7.32,x,k,w,f,x,c,n,6.33,6.86,s,k,y,p,f,f,f,n,d,u
[e],4.86,c,s,y,f,e,c,w,7.77,6.2,e,k,w,p,f,f,f,p,d,a
[p],8.7,x,t,e,f,x,d,b,8.94,6.97,e,f,o,p,f,f,f,w,d,a
[p],4.95,f,s,b,f,s,c,w,4.43,15.11,s,k,w,p,f,f,f,w,d,s
[e],9.24,o,w,n,t,f,f,f,7.22,49.59,e,w,w,p,f,f,f,w,d,s
[e],2.53,x,s,e,f,d,d,o,6.76,3.92,e,s,y,p,f,f,f,w,d,a
[p],16.73,x,y,w,t,e,c,w,17.3,20.82,e,s,n,p,w,t,l,r,g,a
[p],6.93,f,k,b,f,a,d,b,5.12,6.37,e,h,g,p,w,f,f,p,d,u
[p],8.82,x,y,y,t,e,c,w,11.7,10.1,b,s,y,u,y,t,r,w,u,u
[p],7.54,x,y,w,t,e,c,n,6.67,8.32,b,s,w,p,w,t,r,n,d,u
[e],5.58,x,s,y,f,f,f,f,5.22,11.14,e,y,y,p,f,f,f,n,d,a
[p],7.6,x,y,w,t,e,c,n,10.52,11.89,s,s,w,p,w,t,r,n,d,u
[e],11.03,p,y,y,f,e,c,w,5.14,29.68,e,s,w,p,f,f,f,w,d,u
[p],5.33,f,t,g,f,d,d,w,5.21,6.81,e,t,w,p,f,f,f,w,d,a
[e],10.4,f,y,r,f,x,c,w,6.61,32.74,e,s,w,p,f,f,f,w,d,a
[e],6.75,x,t,y,f,f,f,f,7.84,13.92,s,y,n,p,f,f,f,n,d,a
[e],6.29,f,t,y,f,a,d,y,5.52,17.07,e,s,w,p,f,f,f,w,d,u
[e],2.23,x,k,e,f,d,d,o,7.12,5.38,e,s,o,p,f,f,f,w,d,a
[p],3.41,x,s,b,f,a,c,n,6.09,5.99,e,s,b,p,w,t,r,b,d,s
[e],2.53,x,s,e,t,f,f,f,4.19,5.89,e,s,y,p,f,f,f,n,g,u
[e],8.09,x,i,y,f,f,f,f,6.36,10.16,b,i,y,p,w,t,e,n,d,a
[p],7.24,x,k,b,f,a,d,b,5.83,9.69,e,s,b,p,w,f,f,p,d,u
[p],4.93,x,t,y,t,x,c,y,4.14,13.0,e,s,n,p,f,f,f,b,d,a
[e],12.62,f,t,e,t,d,c,w,6.32,12.69,e,s,u,p,f,f,f,y,d,u
[e],8.42,x,t,l,t,d,c,y,3.79,17.18,e,s,n,p,f,f,f,y,d,a
[e],2.44,f,y,n,t,d,d,w,13.78,9.43,e,s,b,p,w,f,f,w,d,u
[p],4.24,f,s,b,f,a,c,w,5.91,6.28,e,s,b,p,w,t,r,b,d,s
[e],10.86,x,s,r,f,d,c,w,7.02,21.4,e,s,w,p,f,f,f,w,d,u
[e],16.24,x,t,u,t,a,c,y,7.19,24.3,e,s,w,p,f,f,f,y,d,u
[e],7.74,o,w,n,t,f,f,f,7.82,51.92,e,w,w,p,f,f,f,w,d,s
[p],2.57,c,g,b,f,x,d,g,6.41,2.69,r,f,g,p,f,f,f,w,d,a
[p],8.15,f,s,n,f,s,c,w,6.06,12.66,e,g,n,p,f,f,f,w,u,a
[p],12.85,x,t,n,t,d,c,n,6.37,19.68,e,s,w,p,f,f,f,y,d,u
[e],3.67,x,s,e,t,d,c,p,4.62,6.52,e,s,e,p,f,f,f,y,d,u
[p],12.59,f,t,n,f,a,c,n,9.15,21.93,s,y,w,p,f,f,f,n,d,a
[e],6.26,x,i,y,f,f,f,f,5.55,9.79,b,i,y,p,w,t,e,n,d,a
[e],6.81,o,t,y,t,f,f,f,8.14,4.93,e,y,n,p,f,f,f,n,d,u
[p],4.14,b,k,n,f,e,d,p,7.8,7.3,e,g,n,p,f,f,f,p,d,s
[p],6.66,f,t,w,f,a,d,w,5.23,8.32,e,t,w,p,f,f,f,w,d,a
[p],7.39,x,s,p,f,s,c,w,4.77,7.18,e,g,w,p,f,f,f,w,g,a
[p],4.08,x,s,b,f,e,c,w,4.14,3.96,b,s,w,u,w,t,e,w,d,a
[p],7.97,f,y,o,f,e,c,y,8.06,11.01,b,s,y,u,y,t,r,w,d,a
[p],10.14,x,h,n,f,a,c,b,11.3,22.5,s,y,w,p,f,f,f,n,g,u
[p],12.57,x,s,b,t,a,c,b,4.25,16.25,e,s,w,p,f,f,f,y,d,u
[p],10.02,x,s,g,t,d,c,w,4.94,19.33,e,s,e,p,f,f,f,w,d,u
[p],7.98,x,t,n,f,x,d,b,7.51,2.19,e,f,y,p,f,f,f,w,d,u
[e],6.62,x,s,g,f,d,c,w,7.07,1.64,e,i,w,p,f,f,f,w,d,a
[p],12.62,b,t,o,f,a,c,y,12.37,16.74,e,t,w,p,w,t,c,n,d,a
[p],3.75,x,s,n,t,e,c,w,6.57,5.29,s,s,w,p,w,t,e,w,d,a
[p],5.9,f,s,n,f,s,c,w,6.08,13.51,e,k,w,p,f,f,f,w,g,a
[p],3.88,x,h,g,f,x,c,w,6.56,3.67,e,i,w,p,f,f,f,w,d,u
[p],7.63,s,y,n,t,a,c,y,6.96,9.3,e,s,p,p,f,f,f,y,h,a
[p],9.32,x,s,w,t,e,c,y,18.11,16.04,b,t,w,u,w,t,p,w,g,u
[e],3.18,x,s,o,f,a,c,o,3.53,4.6,e,s,w,p,f,f,f,n,d,a
[p],8.07,b,t,o,f,a,c,y,5.58,4.55,e,t,w,p,w,t,c,n,d,a
[e],14.85,x,s,n,f,f,f,f,11.7,25.99,s,y,y,p,f,f,f,n,d,u
[e],2.12,x,k,o,f,d,d,o,5.85,5.01,e,s,y,p,f,f,f,w,d,a
[p],7.27,x,t,w,t,d,c,p,4.4,14.83,e,s,w,p,f,f,f,w,d,a
[e],13.11,f,s,n,t,a,c,w,6.34,25.9,e,s,n,p,f,f,f,w,d,u
[e],5.61,x,y,u,f,e,c,p,4.09,15.57,e,s,w,p,w,t,e,n,m,u
[e],10.67,x,s,w,t,e,c,p,12.91,10.53,s,k,w,p,y,t,r,n,d,a
[p],2.96,x,t,y,f,a,c,y,7.17,3.45,e,k,w,p,w,t,c,n,d,a
[e],10.29,x,h,b,f,d,c,w,6.13,13.86,e,s,w,p,f,f,f,g,d,w
[p],8.32,x,y,r,t,a,c,p,6.15,18.05,e,t,r,p,f,f,f,w,d,u
[p],8.41,f,s,n,f,x,d,b,5.48,5.29,e,f,y,p,f,f,f,w,d,a
[e],7.2,x,h,w,f,d,c,w,4.81,7.13,e,s,w,p,f,f,f,g,d,u
[e],4.23,f,t,b,f,d,d,w,5.26,0.54,e,s,w,p,f,f,f,w,w,a
[e],9.98,x,t,y,t,a,c,w,7.52,25.99,e,s,e,p,f,f,f,w,d,a
[p],3.29,c,k,n,f,e,d,p,5.42,6.88,e,g,n,p,f,f,f,p,d,s
[e],13.87,x,s,n,f,f,f,f,9.57,17.25,s,y,y,p,f,f,f,n,d,u
[p],6.07,s,i,w,t,d,c,w,5.03,15.4,e,s,w,p,f,f,f,w,d,a
[p],5.96,x,k,b,f,d,d,b,4.85,5.72,e,h,g,p,w,f,f,p,d,a
[e],2.11,x,s,n,t,a,c,p,4.18,5.85,e,s,n,p,f,f,f,y,d,u
[e],7.46,x,y,y,f,a,d,y,4.36,16.5,e,s,y,p,f,f,f,w,d,u
[e],7.55,f,h,b,f,d,c,w,4.07,4.34,e,s,w,p,f,f,f,g,d,a
[p],14.26,x,s,n,f,a,c,w,8.23,23.75,e,s,n,p,f,f,f,b,b,a
[p],8.7,x,y,r,t,d,c,p,5.28,18.96,e,y,r,p,f,f,f,w,d,a
[p],6.23,f,s,n,t,a,c,w,8.51,9.17,e,s,b,p,f,f,f,b,d,u
[p],7.61,x,t,r,t,d,c,p,5.71,18.66,e,t,r,p,f,f,f,w,d,u
[p],5.56,f,k,g,f,a,c,g,6.39,8.62,e,s,g,p,f,f,f,p,d,s
[p],3.25,c,g,n,f,x,d,g,7.44,3.17,r,f,g,p,f,f,f,w,d,s
[p],3.92,f,y,w,f,s,c,w,3.36,12.82,s,k,w,p,f,f,f,w,d,u
[e],8.46,f,t,y,f,a,d,y,4.59,17.57,e,s,w,p,f,f,f,w,d,a
[p],2.39,x,s,n,t,x,d,e,4.8,2.57,e,y,y,p,f,f,f,w,l,a
[p],17.04,x,s,o,f,d,c,o,17.37,16.36,e,s,o,p,f,f,f,y,d,a
[e],5.98,x,t,y,f,d,d,w,4.81,11.02,e,s,y,p,f,f,f,w,d,u
[e],5.94,x,s,y,f,e,c,w,9.53,11.98,e,s,p,p,f,f,f,p,d,s
[p],4.28,f,t,w,f,d,d,w,4.18,7.03,e,t,w,p,f,f,f,w,d,a
[e],6.65,x,g,g,f,e,c,w,14.56,14.19,e,g,w,u,w,f,f,w,d,s
[e],26.34,x,f,p,t,a,c,p,7.86,29.73,e,s,w,p,f,f,f,p,d,a
[e],7.91,p,t,p,t,d,c,p,4.81,25.93,e,s,p,p,f,f,f,w,d,u
[e],10.09,f,i,b,f,a,c,w,7.84,22.46,e,i,w,p,w,t,e,w,d,u
[p],9.04,x,s,n,t,d,c,n,4.19,21.09,e,t,n,p,f,f,f,y,d,u
[e],4.57,x,s,n,f,a,c,g,7.38,7.06,e,s,w,p,w,t,e,b,d,s
[p],3.35,c,g,n,f,s,d,w,7.89,3.56,r,f,g,p,f,f,f,w,d,a
[p],6.64,x,s,w,t,e,c,y,15.49,16.6,b,t,w,u,w,t,p,w,g,a
[p],4.54,x,t,n,f,d,d,w,5.12,6.77,e,t,w,p,f,f,f,w,d,a
[p],7.65,x,s,w,t,d,c,w,8.01,16.46,e,s,w,p,f,f,f,b,d,u
[p],9.2,f,s,g,t,a,c,k,5.46,26.29,e,s,k,p,f,f,f,w,d,a
[e],6.67,x,s,n,f,a,c,o,5.87,6.99,e,s,o,p,f,f,f,n,d,a
[e],6.25,x,s,w,f,d,c,w,3.35,9.23,e,s,w,p,f,f,f,w,d,u
[p],5.68,x,s,n,t,x,c,b,3.8,12.2,e,s,n,p,f,f,f,b,d,a
[e],4.56,c,s,y,f,e,c,w,8.61,5.45,e,s,p,p,f,f,f,p,d,a
[e],16.28,f,t,p,t,d,c,p,6.45,26.36,e,s,w,p,f,f,f,p,d,u
[e],5.06,f,k,n,f,a,c,e,5.65,8.0,e,k,e,p,y,t,e,n,d,a
[e],11.0,x,y,n,f,s,c,w,8.96,24.64,e,s,w,p,w,t,r,w,d,u
[e],4.51,x,s,n,f,x,c,u,6.04,5.48,e,i,n,p,w,t,e,u,d,a
[p],9.81,s,d,n,t,a,c,y,7.14,11.16,e,s,o,p,f,f,f,y,h,u
[p],9.99,f,s,g,t,d,c,e,7.19,33.63,e,s,e,p,f,f,f,w,d,u
[e],8.6,f,y,y,f,d,d,w,5.27,12.45,e,s,w,p,f,f,f,w,d,u
[e],4.15,f,s,w,f,d,c,w,3.41,6.85,e,s,w,p,f,f,f,w,d,a
[p],9.21,x,t,n,f,s,c,b,8.64,21.28,s,y,w,p,f,f,f,n,d,u
[p],0.6,c,s,o,f,d,d,o,2.45,0.83,e,s,o,p,f,f,f,w,d,u
[p],3.42,x,s,o,f,s,c,y,5.94,3.68,e,y,o,p,f,f,f,w,d,u
[e],8.93,s,t,p,t,a,c,p,5.11,16.49,e,s,w,p,f,f,f,w,d,u
[p],3.64,x,y,n,t,e,c,w,4.87,3.5,s,y,w,p,w,t,e,w,d,a
[e],13.55,x,s,y,f,f,f,f,8.68,22.88,c,s,w,p,f,f,f,y,d,u
[p],7.06,f,s,n,f,s,c,b,5.25,9.13,e,k,w,p,f,f,f,w,g,u
[e],3.59,x,s,e,t,f,f,f,5.61,8.68,e,s,y,p,f,f,f,n,g,u
[e],7.74,x,s,e,t,a,c,w,6.27,21.1,e,s,n,p,f,f,f,w,d,u
[e],10.79,x,s,r,f,d,c,w,6.2,21.07,e,s,n,p,f,f,f,w,d,u
[e],11.61,x,y,w,f,s,c,w,9.62,26.36,e,y,w,p,w,t,l,w,d,u
[p],3.81,f,y,w,f,s,c,w,3.65,12.31,s,s,w,p,f,f,f,w,d,u
[p],3.84,f,s,p,f,a,c,w,3.19,0.47,e,s,w,p,f,f,f,w,d,u
[p],8.07,s,t,g,t,a,c,e,5.42,22.55,e,s,k,p,f,f,f,w,d,a
[p],2.32,x,I,w,f,e,c,y,0.12,5.8,e,p,p,p,f,f,f,w,d,u
[e],2.38,x,s,u,f,a,c,y,2.86,0.24,s,s,w,p,f,f,f,y,d,a
[p],27.54,f,y,w,t,e,c,n,21.36,23.78,e,s,w,p,w,t,l,r,m,a
[p],0.98,p,g,g,f,a,c,g,0.39,1.88,e,i,w,u,g,f,f,k,d,u
[e],13.1,x,w,y,f,f,f,f,7.11,13.77,c,s,w,p,f,f,f,y,d,a
[e],5.02,x,s,y,f,f,f,f,8.22,8.98,e,y,y,p,f,f,f,n,d,u
[p],8.91,f,t,o,f,d,d,b,5.01,14.1,e,s,p,p,f,f,f,b,d,u
[e],12.51,x,s,y,f,f,f,f,7.9,19.75,c,s,n,p,f,f,f,n,d,u
[p],5.73,f,s,n,t,s,c,y,4.53,14.11,e,s,e,p,f,f,f,b,d,a
[p],5.37,x,d,n,t,a,c,w,4.85,5.51,e,s,p,p,f,f,f,y,d,u
[p],6.77,x,i,w,t,d,c,p,6.05,17.0,e,s,w,p,f,f,f,w,d,a
[e],2.34,b,y,g,f,a,c,g,7.97,5.58,e,i,w,p,w,t,s,k,d,u
[e],6.69,x,t,y,f,f,f,f,8.99,8.67,e,y,y,p,f,f,f,n,d,u
[e],7.26,x,s,y,f,f,f,f,8.4,7.5,e,y,y,p,f,f,f,n,d,a
[e],8.45,f,t,p,t,d,c,p,5.86,27.13,e,s,w,p,f,f,f,w,g,a
[e],8.73,x,h,w,f,d,c,w,3.01,8.46,e,s,w,p,f,f,f,g,d,w
[p],7.65,f,t,e,f,d,d,b,5.45,14.72,e,s,p,p,f,f,f,b,d,a
[e],4.31,x,s,w,t,d,c,w,3.64,6.84,e,s,n,p,f,f,f,w,d,a
[p],4.71,x,s,b,f,a,c,n,7.74,7.06,e,s,b,p,w,t,r,b,d,s
[e],3.27,x,s,p,f,f,f,f,2.66,9.59,e,s,p,p,f,f,f,w,d,u
[p],6.84,x,y,w,t,e,c,n,11.04,11.74,s,s,w,p,w,t,r,n,d,a
[p],12.32,x,s,e,t,d,c,b,4.58,22.08,e,s,w,p,f,f,f,y,d,a
[p],6.71,x,k,w,f,x,c,n,5.37,6.17,s,k,w,p,f,f,f,n,d,a
[e],7.1,f,t,o,t,d,c,o,6.5,14.52,e,t,o,p,f,f,f,w,d,a
[p],4.01,x,s,b,f,a,c,w,5.25,6.16,e,s,b,p,w,t,r,b,d,s
